supplier_id,supplier_name,risk_score,latitude,longitude,region,tier,annual_spend_usd,last_audit_date
SUP-001075,Supplier 1075,0.85,-56.22,106.8,NA,2,608769,2024-06-09
SUP-001076,Supplier 1076,0.33,-7.14,-13.75,APAC,2,2714816,2026-03-08
SUP-001077,Supplier 1077,0.54,24.4,-98.01,APAC,1,1027171,2024-12-17
SUP-001078,Supplier 1078,0.49,14.62,177.65,LATAM,3,4273234,2024-10-20
SUP-001079,Supplier 1079,0.63,-39.69,-138.39,APAC,2,1461806,2024-04-14
SUP-001080,Supplier 1080,0.34,-1.41,164.12,APAC,4,3324262,2025-06-05
SUP-001081,Supplier 1081,0.25,-11.97,111.26,APAC,2,954190,2025-04-28
SUP-001082,Supplier 1082,0.9,-24.35,122.0,EMEA,4,1620656,2026-02-20
SUP-001083,Supplier 1083,0.92,34.81,106.17,EMEA,2,864272,2025-12-07
SUP-001084,Supplier 1084,0.84,-19.75,-105.06,EMEA,2,2766659,2025-11-13
SUP-001085,Supplier 1085,0.97,10.22,47.73,NA,1,148583,2025-05-23
SUP-001086,Supplier 1086,0.74,60.02,92.43,NA,3,424125,2026-03-25
SUP-001087,Supplier 1087,0.76,10.11,88.45,NA,1,2512104,
SUP-001088,Supplier 1088,0.76,20.21,-82.24,LATAM,2,2732975,2026-02-08
SUP-001089,Supplier 1089,0.48,-50.48,-114.8,APAC,4,1655289,2024-11-24
SUP-001090,Supplier 1090,0.46,-36.84,-61.88,LATAM,3,2162631,2024-09-17
SUP-001091,Supplier 1091,0.25,-46.88,-7.26,APAC,3,2088268,2024-01-02
SUP-001092,Supplier 1092,0.64,39.43,26.56,NA,4,3792089,2026-07-26
SUP-001093,Supplier 1093,0.29,48.67,121.3,NA,4,2237792,
SUP-001094,Supplier 1094,0.26,-35.76,96.85,LATAM,4,4241035,2026-06-03
SUP-001095,Supplier 1095,0.58,-31.49,63.41,EMEA,3,1092964,2026-01-13
SUP-001096,Supplier 1096,0.41,-17.98,-85.14,LATAM,2,1006086,2025-02-10
SUP-001097,Supplier 1097,0.22,16.84,-7.6,NA,1,2024590,2024-05-16
SUP-001098,Supplier 1098,0.81,20.83,-59.24,LATAM,2,416864,2024-02-14
SUP-001099,Supplier 1099,0.85,29.28,-95.43,LATAM,3,3358562,2026-01-17
SUP-001100,Supplier 1100,0.17,57.68,-176.31,APAC,2,1958879,2024-10-13
SUP-001101,Supplier 1101,0.02,-21.64,-57.79,EMEA,3,1838335,2024-12-24
SUP-001102,Supplier 1102,0.34,25.64,-87.8,EMEA,1,2675410,2026-02-28
SUP-001103,Supplier 1103,0.79,12.76,25.88,APAC,1,419701,2025-03-30
SUP-001104,Supplier 1104,0.83,-20.24,-157.57,APAC,2,1890241,2026-06-16
SUP-001105,Supplier 1105,0.15,57.96,-82.61,APAC,1,4861366,2025-05-30
SUP-001106,Supplier 1106,0.77,-47.59,-163.88,LATAM,4,3146520,2026-02-24
SUP-001107,Supplier 1107,0.12,32.56,50.91,APAC,2,2874139,2024-04-28
SUP-001108,Supplier 1108,0.39,34.62,24.55,APAC,2,2533199,2025-01-09
SUP-001109,Supplier 1109,0.99,58.99,-58.51,LATAM,2,2348928,2024-06-21
SUP-001110,Supplier 1110,0.2,7.42,-126.96,APAC,2,4683763,2024-02-23
SUP-001111,Supplier 1111,0.16,-18.19,164.85,APAC,4,4652472,2026-07-25
SUP-001112,Supplier 1112,0.42,47.61,30.38,APAC,3,2052861,2025-05-03
SUP-001113,Supplier 1113,0.62,40.21,64.48,LATAM,1,4624401,2024-11-29
SUP-001114,Supplier 1114,0.92,5.04,11.29,NA,1,421645,
SUP-001115,Supplier 1115,0.97,39.82,110.35,NA,1,1605368,2024-08-15
SUP-001116,Supplier 1116,0.08,-25.18,142.7,LATAM,2,1516655,2024-04-26
SUP-001117,Supplier 1117,0.15,16.64,-42.22,APAC,3,3489330,2026-05-12
SUP-001118,Supplier 1118,0.78,52.47,68.41,LATAM,4,3033410,2024-04-09
SUP-001119,Supplier 1119,0.28,-18.66,-97.24,NA,2,2368324,2024-12-29
SUP-001120,Supplier 1120,0.88,2.86,54.67,LATAM,1,1287565,2024-05-24
SUP-001121,Supplier 1121,0.66,63.64,-36.3,LATAM,1,2539278,2026-05-27
SUP-001122,Supplier 1122,0.12,43.77,-177.56,LATAM,2,1352252,
SUP-001123,Supplier 1123,0.83,55.32,163.99,APAC,2,2492424,2025-01-06
SUP-001124,Supplier 1124,0.18,-9.92,132.64,APAC,3,1704466,2025-12-12
SUP-001125,Supplier 1125,0.43,69.55,-75.3,LATAM,1,4444224,2025-06-22
SUP-001126,Supplier 1126,0.55,-40.17,179.19,APAC,1,3733247,2024-12-26
SUP-001127,Supplier 1127,0.5,7.44,-65.83,NA,3,884599,2025-06-16
SUP-001128,Supplier 1128,0.68,2.31,-14.82,LATAM,2,4701264,2025-02-16
SUP-001129,Supplier 1129,0.65,43.8,126.45,EMEA,2,3297321,2024-09-30
SUP-001130,Supplier 1130,0.98,58.12,-70.35,LATAM,1,1758379,
SUP-001131,Supplier 1131,0.99,35.05,-17.81,EMEA,1,2656998,2024-12-10
SUP-001132,Supplier 1132,0.52,21.49,59.61,LATAM,2,985485,2026-06-25
SUP-001133,Supplier 1133,0.1,-4.43,-133.03,NA,2,243652,2025-03-13
SUP-001134,Supplier 1134,0.72,6.34,-27.95,APAC,4,2108978,2025-12-15
SUP-001135,Supplier 1135,0.97,6.21,-68.61,LATAM,4,3913055,2024-08-09
SUP-001136,Supplier 1136,0.32,-57.35,63.64,EMEA,2,1765680,2025-09-01
SUP-001137,Supplier 1137,0.46,5.4,-131.05,NA,2,1927404,2025-06-12
SUP-001138,Supplier 1138,0.43,51.28,-96.22,APAC,2,4950224,2025-12-03
SUP-001139,Supplier 1139,0.06,32.21,76.1,APAC,3,4936384,2025-03-11
SUP-001140,Supplier 1140,0.67,43.44,-123.76,LATAM,2,2324702,2025-11-10
SUP-001141,Supplier 1141,0.36,-9.24,-28.07,LATAM,4,230487,2024-02-25
SUP-001142,Supplier 1142,0.78,8.77,76.64,APAC,4,3399623,2025-10-13
SUP-001143,Supplier 1143,0.83,-55.65,95.57,APAC,2,3576420,2025-12-12
SUP-001144,Supplier 1144,0.81,-10.21,-145.84,LATAM,1,4569802,2025-04-13
SUP-001145,Supplier 1145,0.42,1.67,126.72,NA,1,4740786,2024-02-02
SUP-001146,Supplier 1146,0.33,-26.82,80.63,NA,4,3149017,2025-06-19
SUP-001147,Supplier 1147,0.74,-55.94,-57.85,NA,2,544573,2026-01-07
SUP-001148,Supplier 1148,0.8,29.75,94.97,LATAM,2,1254398,2025-03-11
SUP-001149,Supplier 1149,0.49,-3.44,82.19,LATAM,3,3586238,2024-03-29
SUP-001150,Supplier 1150,0.89,-5.96,36.32,APAC,4,3040976,2025-01-07
SUP-001151,Supplier 1151,0.15,-27.5,21.05,APAC,2,2185536,2026-07-27
SUP-001152,Supplier 1152,0.87,9.92,84.49,LATAM,2,2015362,2024-09-12
SUP-001153,Supplier 1153,0.1,-3.06,179.73,LATAM,4,3550636,2025-05-14
SUP-001154,Supplier 1154,0.16,1.62,28.28,APAC,1,2117525,2024-12-01
SUP-001155,Supplier 1155,0.53,15.51,111.14,APAC,4,782354,2025-11-03
SUP-001156,Supplier 1156,0.08,-59.18,87.94,LATAM,3,4896829,2025-02-08
SUP-001157,Supplier 1157,0.06,58.0,128.09,NA,1,1753423,2024-12-28
SUP-001158,Supplier 1158,0.01,-50.76,163.63,APAC,1,1400169,2025-06-30
SUP-001159,Supplier 1159,0.44,-1.38,-110.49,LATAM,3,355880,2025-06-23
SUP-001160,Supplier 1160,0.77,-33.04,-120.43,APAC,4,2349986,2025-04-16
SUP-001161,Supplier 1161,0.04,8.09,31.09,APAC,1,4931152,2024-08-31
SUP-001162,Supplier 1162,0.65,-23.57,-18.25,LATAM,3,807736,2024-04-11
SUP-001163,Supplier 1163,0.82,51.8,25.46,APAC,4,1231056,2025-10-13
SUP-001164,Supplier 1164,0.17,-8.47,107.3,APAC,3,900935,2024-11-16
SUP-001165,Supplier 1165,0.15,23.04,155.42,EMEA,3,479316,2025-08-01
SUP-001166,Supplier 1166,0.85,-27.65,-29.73,APAC,1,3021387,2024-12-21
SUP-001167,Supplier 1167,0.82,-57.48,78.46,LATAM,3,1497970,2026-03-17
SUP-001168,Supplier 1168,0.54,-7.46,-109.15,EMEA,3,3757568,2025-10-29
SUP-001169,Supplier 1169,0.81,9.74,12.44,EMEA,1,2009210,2025-01-16
SUP-001170,Supplier 1170,0.1,-0.26,-172.15,EMEA,2,3185934,2024-11-10
SUP-001171,Supplier 1171,0.4,65.06,1.35,NA,4,456067,2025-12-08
SUP-001172,Supplier 1172,0.73,31.89,16.32,EMEA,4,1653127,2024-01-08
SUP-001173,Supplier 1173,0.26,69.44,84.76,APAC,1,2076083,2024-02-24
SUP-001174,Supplier 1174,0.75,-21.64,53.81,NA,3,307494,2024-03-20
SUP-001175,Supplier 1175,0.5,42.58,-50.98,APAC,3,2102231,2024-11-22
SUP-001176,Supplier 1176,0.75,12.22,-177.94,LATAM,3,2356616,2025-04-14
SUP-001177,Supplier 1177,0.47,19.53,-138.43,EMEA,3,2025164,2024-10-03
SUP-001178,Supplier 1178,0.37,68.16,170.3,EMEA,4,2526305,2024-06-26
SUP-001179,Supplier 1179,0.22,25.02,152.04,EMEA,2,3988199,2024-10-22
SUP-001180,Supplier 1180,0.21,56.85,-62.97,APAC,3,3855551,2025-04-11
SUP-001181,Supplier 1181,0.75,34.35,-86.81,EMEA,3,80361,2024-10-07
SUP-001182,Supplier 1182,0.13,-43.44,-22.89,LATAM,3,3205044,2025-06-26
SUP-001183,Supplier 1183,0.09,30.93,68.38,NA,4,4521366,
SUP-001184,Supplier 1184,0.18,2.96,-51.54,APAC,1,4357580,
SUP-001185,Supplier 1185,0.18,59.44,-155.77,APAC,4,1623536,2026-07-25
SUP-001186,Supplier 1186,0.82,44.89,-34.99,EMEA,3,3917084,2025-09-10
SUP-001187,Supplier 1187,0.4,-46.46,-86.19,NA,4,4006866,2025-06-07
SUP-001188,Supplier 1188,0.98,-42.59,-63.03,LATAM,2,1835730,2024-01-30
SUP-001189,Supplier 1189,0.14,-50.95,-121.34,EMEA,2,4347029,2025-08-10
SUP-001190,Supplier 1190,0.65,4.12,57.18,NA,1,3164784,2024-12-25
SUP-001191,Supplier 1191,0.45,-49.5,9.59,APAC,4,3758038,2024-09-30
SUP-001192,Supplier 1192,0.4,34.08,-82.49,NA,4,3738959,2026-01-19
SUP-001193,Supplier 1193,0.87,11.81,19.39,APAC,2,3908916,2024-02-09
SUP-001194,Supplier 1194,0.97,48.67,-2.63,APAC,1,4784833,2024-09-02
SUP-001195,Supplier 1195,0.87,-23.63,106.55,EMEA,3,4288524,2025-12-31
SUP-001196,Supplier 1196,0.2,7.49,164.15,NA,3,2117537,2026-05-23
SUP-001197,Supplier 1197,0.23,-44.73,-132.96,LATAM,3,2814644,2025-04-30
SUP-001198,Supplier 1198,0.65,55.0,138.21,LATAM,1,3244927,2025-05-14
SUP-001199,Supplier 1199,0.29,-37.25,73.73,LATAM,4,4284183,2026-07-01
SUP-001200,Supplier 1200,0.73,-46.69,69.32,LATAM,2,1969392,2024-03-28
SUP-001201,Supplier 1201,0.57,-33.34,-45.25,APAC,3,1571739,2025-03-30
SUP-001202,Supplier 1202,0.55,44.81,-56.19,LATAM,4,3691762,2024-08-16
SUP-001203,Supplier 1203,0.82,-46.24,-177.97,EMEA,3,4771303,2025-03-26
SUP-001204,Supplier 1204,0.71,19.88,173.59,APAC,1,4560845,2026-05-05
SUP-001205,Supplier 1205,0.04,37.0,38.34,APAC,4,748306,2025-07-16
SUP-001206,Supplier 1206,0.06,37.64,-35.16,LATAM,3,4596937,2026-07-24
SUP-001207,Supplier 1207,0.6,-35.29,15.76,EMEA,4,3948045,2025-04-21
SUP-001208,Supplier 1208,0.49,-51.99,-165.41,NA,3,793866,2026-03-25
SUP-001209,Supplier 1209,0.26,-1.66,-117.49,EMEA,4,42666,
SUP-001210,Supplier 1210,0.42,-33.68,44.41,APAC,4,1028442,2024-10-29
SUP-001211,Supplier 1211,0.75,30.91,5.13,LATAM,1,4647839,2024-09-15
SUP-001212,Supplier 1212,0.82,-13.63,103.35,EMEA,1,3777097,2025-12-26
SUP-001213,Supplier 1213,0.56,-1.58,57.15,NA,1,2880780,
SUP-001214,Supplier 1214,0.39,-45.25,36.52,LATAM,4,3158739,2024-07-28
SUP-001215,Supplier 1215,0.28,13.78,113.5,APAC,1,2072476,2024-06-12
SUP-001216,Supplier 1216,0.52,-35.88,-155.43,LATAM,2,4526485,2024-12-28
SUP-001217,Supplier 1217,0.32,28.27,68.72,LATAM,4,789587,2024-05-24
SUP-001218,Supplier 1218,0.56,-50.75,77.61,EMEA,2,1575864,2025-10-20
SUP-001219,Supplier 1219,0.67,66.87,-80.94,APAC,1,1010953,2026-03-11
SUP-001220,Supplier 1220,0.07,28.99,-109.57,NA,2,4241623,2026-07-03
SUP-001221,Supplier 1221,0.01,-36.38,-103.01,LATAM,1,2704857,2024-08-10
SUP-001222,Supplier 1222,0.22,-58.17,-108.67,EMEA,2,3422041,2025-02-18
SUP-001223,Supplier 1223,0.89,-16.52,8.56,APAC,3,4597944,2025-04-20
SUP-001224,Supplier 1224,0.64,-40.13,-131.17,LATAM,3,985326,2025-04-13
SUP-001225,Supplier 1225,0.18,-31.61,57.34,EMEA,3,4822490,2025-03-03
SUP-001226,Supplier 1226,0.88,53.46,-142.17,LATAM,1,641206,2024-07-26
SUP-001227,Supplier 1227,0.47,18.42,-170.32,NA,4,3773905,2024-04-15
SUP-001228,Supplier 1228,0.48,-37.06,-65.06,APAC,2,3516590,2025-01-15
SUP-001229,Supplier 1229,0.93,12.37,-110.93,NA,2,4128840,2024-03-28
SUP-001230,Supplier 1230,0.07,-26.75,175.92,APAC,3,800722,2024-02-29
SUP-001231,Supplier 1231,0.22,66.91,-70.92,APAC,1,4799930,2025-05-09
SUP-001232,Supplier 1232,0.58,-55.74,-100.06,NA,2,3973701,2026-03-21
SUP-001233,Supplier 1233,0.2,35.2,-109.16,APAC,2,562070,2025-05-25
SUP-001234,Supplier 1234,0.68,40.49,-45.41,APAC,1,2789904,2024-01-23
SUP-001235,Supplier 1235,0.22,-51.27,38.11,LATAM,4,4088185,2026-03-04
SUP-001236,Supplier 1236,0.11,-37.66,101.5,APAC,2,2389566,2025-10-07
SUP-001237,Supplier 1237,0.21,-10.04,-48.75,APAC,1,1910725,2024-10-13
SUP-001238,Supplier 1238,0.42,52.86,45.35,LATAM,2,1384889,2024-09-14
SUP-001239,Supplier 1239,0.18,9.81,-6.46,EMEA,4,2584522,2026-04-29
SUP-001240,Supplier 1240,0.14,25.19,124.74,LATAM,3,4919389,2025-03-25
SUP-001241,Supplier 1241,0.85,41.79,24.86,APAC,3,3041505,2024-05-13
SUP-001242,Supplier 1242,0.32,47.66,-75.64,APAC,4,3613613,2024-09-22
SUP-001243,Supplier 1243,0.36,1.92,73.29,LATAM,1,3900353,
SUP-001244,Supplier 1244,0.06,6.14,115.22,LATAM,3,3892537,2025-01-12
SUP-001245,Supplier 1245,0.36,33.34,-12.44,NA,2,2008243,2024-11-22
SUP-001246,Supplier 1246,0.27,-25.77,175.39,EMEA,3,3845867,2025-05-31
SUP-001247,Supplier 1247,0.61,51.08,136.47,EMEA,4,1646952,2024-11-01
SUP-001248,Supplier 1248,0.21,-57.3,-109.1,LATAM,1,2924237,2025-08-28
SUP-001249,Supplier 1249,0.88,-34.55,103.23,LATAM,1,1519240,2025-04-10
SUP-001250,Supplier 1250,0.92,44.03,36.34,EMEA,4,4699097,2026-06-06
SUP-001251,Supplier 1251,0.11,-15.77,12.53,APAC,2,3653451,2026-02-20
SUP-001252,Supplier 1252,0.12,-40.52,5.02,LATAM,2,2923269,2024-11-09
SUP-001253,Supplier 1253,0.12,-35.72,127.23,EMEA,1,2263019,2024-02-09
SUP-001254,Supplier 1254,0.62,9.0,39.91,APAC,2,2605027,2025-07-06
SUP-001255,Supplier 1255,0.13,50.0,13.57,APAC,1,3901730,2024-11-15
SUP-001256,Supplier 1256,0.85,-50.82,-162.41,NA,1,1375815,2026-05-01
SUP-001257,Supplier 1257,0.75,-56.04,-18.61,NA,1,4144041,2025-01-17
SUP-001258,Supplier 1258,0.81,0.47,146.89,EMEA,1,1415862,2024-09-30
SUP-001259,Supplier 1259,0.53,64.3,76.23,NA,4,716663,2024-11-16
SUP-001260,Supplier 1260,0.99,-23.73,-161.66,LATAM,4,3687050,2026-03-27
SUP-001261,Supplier 1261,0.05,64.69,138.24,EMEA,4,3544660,2024-04-16
SUP-001262,Supplier 1262,0.4,55.4,117.6,EMEA,1,1680489,2026-06-22
SUP-001263,Supplier 1263,0.33,-23.19,16.81,LATAM,2,3247375,
SUP-001264,Supplier 1264,0.94,46.2,-171.93,EMEA,2,3646266,2026-03-11
SUP-001265,Supplier 1265,0.58,29.16,22.47,LATAM,3,3941288,2025-05-28
SUP-001266,Supplier 1266,0.8,6.54,-160.35,APAC,1,4764006,2025-06-21
SUP-001267,Supplier 1267,0.18,-5.02,-64.66,LATAM,1,4273242,2024-07-12
SUP-001268,Supplier 1268,0.97,46.02,46.41,NA,4,2202144,2025-11-12
SUP-001269,Supplier 1269,0.5,43.1,148.65,NA,2,1158886,2025-09-04
SUP-001270,Supplier 1270,0.49,38.4,-51.19,LATAM,4,495654,2025-03-30
SUP-001271,Supplier 1271,0.96,69.77,129.61,NA,1,2873277,2025-03-08
SUP-001272,Supplier 1272,0.38,2.21,150.61,APAC,4,3336066,2025-07-17
SUP-001273,Supplier 1273,0.4,44.9,-172.42,EMEA,3,3457503,2025-03-21
SUP-001274,Supplier 1274,0.58,52.12,-93.81,LATAM,4,57519,2026-07-08
SUP-001275,Supplier 1275,0.14,-32.49,75.55,LATAM,3,3509762,2024-02-09
SUP-001276,Supplier 1276,0.32,-54.53,92.46,EMEA,4,3937147,2024-08-25
SUP-001277,Supplier 1277,0.2,-7.38,-38.73,LATAM,2,3611563,2026-03-14
SUP-001278,Supplier 1278,0.11,51.38,56.43,LATAM,2,2633009,2026-01-18
SUP-001279,Supplier 1279,0.86,-22.42,40.38,EMEA,1,85715,2024-11-24
SUP-001280,Supplier 1280,0.59,31.0,86.32,NA,1,2453763,2025-04-22
SUP-001281,Supplier 1281,0.36,-59.04,78.72,EMEA,4,3227289,2024-01-26
SUP-001282,Supplier 1282,0.41,-13.8,-149.09,LATAM,2,2851516,2024-06-15
SUP-001283,Supplier 1283,0.43,20.02,-123.03,APAC,1,2877175,2026-06-10
SUP-001284,Supplier 1284,0.63,-43.13,-132.22,APAC,2,2586878,2025-08-30
SUP-001285,Supplier 1285,0.92,56.56,155.69,EMEA,2,2764584,2024-02-06
SUP-001286,Supplier 1286,0.92,-39.68,148.88,EMEA,3,1625648,2026-01-18
SUP-001287,Supplier 1287,0.39,58.27,107.07,EMEA,1,3028761,2025-01-15
SUP-001288,Supplier 1288,0.33,-31.87,-137.98,APAC,1,1414729,
SUP-001289,Supplier 1289,0.45,69.26,26.74,EMEA,3,2462474,2026-03-19
SUP-001290,Supplier 1290,0.57,18.62,-112.6,EMEA,1,2082334,2026-03-01
SUP-001291,Supplier 1291,0.46,-49.04,-47.38,EMEA,2,3573876,2024-05-08
SUP-001292,Supplier 1292,0.66,-51.51,-83.85,NA,3,4475597,2024-12-11
SUP-001293,Supplier 1293,0.55,-50.26,118.42,LATAM,3,3170013,2024-09-14
SUP-001294,Supplier 1294,0.32,16.69,-128.0,NA,1,685498,2026-05-12
SUP-001295,Supplier 1295,0.35,45.25,52.62,APAC,3,3340852,2026-01-07
SUP-001296,Supplier 1296,0.38,-7.61,174.2,LATAM,1,1630575,2025-09-04
SUP-001297,Supplier 1297,0.1,-2.17,67.34,APAC,1,256987,2024-02-25
SUP-001298,Supplier 1298,0.17,16.61,-151.48,APAC,1,969579,2026-01-28
SUP-001299,Supplier 1299,0.72,9.3,146.83,APAC,3,4996848,2025-06-13
SUP-001300,Supplier 1300,0.39,29.45,51.51,NA,3,2141413,2024-09-14
SUP-001301,Supplier 1301,0.22,1.33,-15.73,APAC,3,1016589,2025-02-21
SUP-001302,Supplier 1302,0.56,32.8,57.49,EMEA,1,676157,2025-02-25
SUP-001303,Supplier 1303,0.75,69.65,136.46,EMEA,2,3255147,2024-10-06
SUP-001304,Supplier 1304,0.26,-14.46,-8.23,EMEA,1,3806370,2026-05-08
SUP-001305,Supplier 1305,0.82,-58.41,11.28,NA,2,1772175,2026-05-16
SUP-001306,Supplier 1306,0.92,-43.67,-17.12,APAC,1,526302,2024-02-18
SUP-001307,Supplier 1307,0.6,11.96,-153.87,LATAM,3,1779794,2026-06-02
SUP-001308,Supplier 1308,0.67,-15.25,103.35,LATAM,4,3329657,2025-01-16
SUP-001309,Supplier 1309,0.06,62.2,-134.49,APAC,4,578818,2026-01-25
SUP-001310,Supplier 1310,0.94,21.57,-37.95,EMEA,1,1345874,2026-01-06
SUP-001311,Supplier 1311,0.39,7.65,-40.74,NA,1,20001,2025-07-19
SUP-001312,Supplier 1312,0.92,43.75,-79.19,EMEA,1,2366228,2025-12-03
SUP-001313,Supplier 1313,0.58,-26.38,-35.1,APAC,4,860998,2025-10-05
SUP-001314,Supplier 1314,0.01,46.57,42.48,NA,4,1007939,2026-03-14
SUP-001315,Supplier 1315,0.05,-59.6,-67.9,NA,1,573870,2025-02-03
SUP-001316,Supplier 1316,0.68,20.56,-117.9,APAC,4,3653816,2025-11-28
SUP-001317,Supplier 1317,0.56,61.52,132.97,LATAM,3,2452605,2026-07-13
SUP-001318,Supplier 1318,0.04,42.42,169.5,EMEA,1,4741897,2026-06-13
SUP-001319,Supplier 1319,0.74,50.97,-14.91,LATAM,2,1981242,2024-05-19
SUP-001320,Supplier 1320,0.85,-8.4,-62.27,NA,2,1116508,2025-04-15
SUP-001321,Supplier 1321,0.5,47.15,-162.91,LATAM,4,1028423,2025-04-26
SUP-001322,Supplier 1322,0.47,11.61,-166.73,NA,1,4766234,2025-08-12
SUP-001323,Supplier 1323,0.02,20.41,-38.56,NA,1,2952707,2025-09-02
SUP-001324,Supplier 1324,0.78,-52.34,154.89,EMEA,3,1633116,2026-03-11
SUP-001325,Supplier 1325,0.33,-33.8,83.06,LATAM,2,3274290,2025-05-17
SUP-001326,Supplier 1326,0.87,11.63,-54.26,NA,2,2793657,2025-10-24
SUP-001327,Supplier 1327,0.38,-52.36,168.5,NA,4,582798,2026-04-29
SUP-001328,Supplier 1328,0.56,36.39,-25.65,EMEA,4,3510933,2024-04-06
SUP-001329,Supplier 1329,0.27,49.21,-80.35,LATAM,3,604743,2025-08-29
SUP-001330,Supplier 1330,0.17,59.65,-26.51,APAC,4,1004350,2024-12-12
SUP-001331,Supplier 1331,0.77,-46.77,-103.84,EMEA,4,3569496,2026-05-05
SUP-001332,Supplier 1332,0.5,62.16,138.83,LATAM,3,2229372,2025-06-05
SUP-001333,Supplier 1333,0.54,-51.21,-49.98,NA,4,1118615,2025-07-23
SUP-001334,Supplier 1334,0.96,1.63,56.87,EMEA,1,348459,2025-12-13
SUP-001335,Supplier 1335,0.95,49.23,-39.94,EMEA,1,2972338,2024-08-16
SUP-001336,Supplier 1336,0.85,-50.86,144.62,EMEA,4,3488298,2025-05-28
SUP-001337,Supplier 1337,0.19,-57.63,51.26,NA,1,1023246,2025-12-30
SUP-001338,Supplier 1338,0.59,-56.76,-4.23,EMEA,3,2088914,2026-01-04
SUP-001339,Supplier 1339,0.87,6.47,-132.43,EMEA,2,1727796,2024-08-03
SUP-001340,Supplier 1340,0.38,45.51,144.69,EMEA,4,4459306,2026-03-01
SUP-001341,Supplier 1341,0.11,-43.43,16.85,LATAM,3,3956609,2024-06-02
SUP-001342,Supplier 1342,0.8,-43.8,-77.38,NA,1,1377219,2024-09-07
SUP-001343,Supplier 1343,0.48,13.91,136.05,APAC,2,2572643,
SUP-001344,Supplier 1344,0.56,-29.54,-160.4,EMEA,3,4618770,2025-08-04
SUP-001345,Supplier 1345,0.97,34.93,-66.93,LATAM,4,1735237,
SUP-001346,Supplier 1346,0.61,63.45,13.26,EMEA,4,713788,2025-06-09
SUP-001347,Supplier 1347,0.43,39.58,-57.67,LATAM,4,1498638,2026-07-03
SUP-001348,Supplier 1348,0.37,54.03,-8.38,LATAM,4,3038762,2024-08-02
SUP-001349,Supplier 1349,0.42,7.55,-84.85,APAC,4,4961546,2024-10-09
SUP-001350,Supplier 1350,0.13,48.2,-133.17,NA,3,1545962,
SUP-001351,Supplier 1351,0.79,-36.22,-166.73,LATAM,2,302237,2026-03-09
SUP-001352,Supplier 1352,0.83,-51.11,-123.25,APAC,3,917090,2025-06-01
SUP-001353,Supplier 1353,0.29,25.27,163.06,APAC,4,2068634,2025-11-16
SUP-001354,Supplier 1354,0.31,-53.25,27.15,LATAM,2,478746,2026-02-10
SUP-001355,Supplier 1355,0.87,56.02,-3.97,APAC,4,184548,2026-04-22
SUP-001356,Supplier 1356,0.03,29.9,-41.64,LATAM,3,3281656,2025-03-11
SUP-001357,Supplier 1357,0.52,63.79,75.03,NA,1,4123606,2025-03-08
SUP-001358,Supplier 1358,0.46,-19.19,-129.15,NA,4,1173507,2024-03-17
SUP-001359,Supplier 1359,0.69,3.2,-80.59,APAC,4,2617860,2024-03-16
SUP-001360,Supplier 1360,0.17,36.42,56.12,NA,3,2868343,2025-04-05
SUP-001361,Supplier 1361,0.66,-28.44,-7.54,LATAM,1,3341359,2025-12-08
SUP-001362,Supplier 1362,0.38,10.44,97.23,LATAM,1,4897299,2026-03-02
SUP-001363,Supplier 1363,0.62,25.73,142.96,NA,4,4427237,2025-01-20
SUP-001364,Supplier 1364,0.05,67.25,116.41,APAC,1,1586649,2025-06-23
SUP-001365,Supplier 1365,0.46,36.81,-113.69,EMEA,2,4878702,
SUP-001366,Supplier 1366,0.52,-44.64,-147.07,EMEA,3,184371,2024-10-28
SUP-001367,Supplier 1367,0.22,1.79,-119.0,EMEA,1,4809607,2024-05-29
SUP-001368,Supplier 1368,0.15,16.54,102.07,NA,4,722684,2026-05-19
SUP-001369,Supplier 1369,0.19,-40.94,148.98,LATAM,3,578775,2025-05-30
SUP-001370,Supplier 1370,0.35,-3.84,153.16,APAC,1,605416,2024-05-26
SUP-001371,Supplier 1371,0.1,-23.08,-72.64,EMEA,2,618851,2024-08-25
SUP-001372,Supplier 1372,0.94,-44.55,122.52,APAC,2,2321784,2024-11-04
SUP-001373,Supplier 1373,0.41,6.57,13.04,NA,1,3204420,2024-07-08
SUP-001374,Supplier 1374,0.8,-38.47,116.21,EMEA,4,3725806,2025-02-16
SUP-001375,Supplier 1375,0.96,16.77,17.41,LATAM,2,89288,2026-02-06
SUP-001376,Supplier 1376,0.09,-37.94,-127.48,EMEA,3,1489257,2025-11-27
SUP-001377,Supplier 1377,0.65,34.07,-151.48,NA,3,670323,2026-05-15
SUP-001378,Supplier 1378,0.86,-34.62,164.6,APAC,1,737755,2026-02-27
SUP-001379,Supplier 1379,0.63,56.52,-26.71,APAC,3,3734612,2024-10-20
SUP-001380,Supplier 1380,0.43,-56.59,-53.81,APAC,2,3207426,2024-02-25
SUP-001381,Supplier 1381,0.43,7.86,-51.73,APAC,1,1057631,2024-05-23
SUP-001382,Supplier 1382,0.05,-18.39,-43.58,NA,2,1512889,2026-01-17
SUP-001383,Supplier 1383,0.53,-30.74,160.2,APAC,3,4625428,2024-11-17
SUP-001384,Supplier 1384,0.98,1.31,-157.43,APAC,1,2880100,2025-11-11
SUP-001385,Supplier 1385,0.95,49.46,-137.14,NA,4,1201724,2025-03-08
